Unnamed: 0	text	task1
6081	  WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds What goes around comes around	1
6082	  Then dont be a whore and open your legs for everyone and not fuck everyone you want and magically youll prevent getting an STD	1
6083	Cause she aint got no solid proof Im convinced any girl that tries to file a rape case on a celebrity its for money 	1
6084	  If your body is female you cant identify your way out of rape Rapists dont care	1
6085	go fuck yourself you stupid ugly cunt 	1
6086	you hos STILL not allowed to speak on eesh in my presence ill beat yo ass girl lol dont get it fucked up 	1
6087	  You a lying hoe	1
6088	SHUT UP THE FUCK YOU SLUT	1
6090	  STFU with that stupid rape culture retardation	1
6091	We better not ever have a woman president  	1
6092	Stop tweeting about football Youre a girl and you opinion doesnt count   	1
6093	  YES YOU DO GO TO BED HOE	1
6094	  FUCK YOU STUPID BITCH	1
6095	Fires back hoe ass bitch with a big ass forehead  I knowwwwww 	1
6096	I hate a bitch that take everything to serious like damn play along sometimes you dumb hoe	1
6097	Just want me a down bitch all these hoes out here on some other shit	1
6098	If ya bitch ass didn t wish me a happy Birthday then don t ever hit me up again You re trash Yes I am talking about you hoe 	1
6099	next bitch that cheat on me getting pimped out you wanna be a hoe bout shit so we gon make this money	1
6100	Hoe you watching I suggest you keep watching  When a bitch aint seen none yet 	1
6101	  Fa Real Desperate Ass Hoe  A Fat Bitch And A Real Skinny Bitch How	1
6102	starbucks cashier ur name me johanis on the cuphoehines meyes bitch yes im a hoe fmu	1
6103	why do you miserable hoes be so worried abt the next bitch  wha they got going on 	1
6104	  HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES turn up bitch I wish you many many more	1
6105	  No bitch you a hoe	1
6106	A nigga can be like  good morning beautiful  and y all hoes would screenshot and say  This nigga so creepy omg  bitch fuck you your morning	1
6107	I be curving ALL da hoes niggas try to put me on SOO much dat they don t een tell me when a bitch want me no mo	1
6108	tf yall hoes so mad bc a bitch in harms way everyday for	1
6110	I dont care what a bitch think or how a hoe feel 	1
6111	Sis she a hating ass hoe I ll slap that bitch  	1
6112	  BITCH TEXT ME	1
6113	The only hoe I trust is that bitch Nina	1
6114	  We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha	1
6115	What a hoe and a bitch nigga 	1
6116	Why tf these hoes be hoein while pregnant Bitch you cant get a regular ass job for months or what Smdh	1
6117	Hoes try to hide anything on the social bitch we kno u got Thot Teeth 	1
6118	My bitch of a sister really be tripping over  dumb ass hoe Got me fucked up	1
6119	That bitch dont love you fr bro these hoes be lying	1
6120	This bitch always want us to do work that ain t even for a grade Hoe a bitch don t do this for our health	1
6121	  Bitch you dont know my mf life Ill see you when I do hoe	1
6122	Let me show and prove it what these hoes ain t doing let a real bitch do it 	1
6123	 i don t have a finsta bc im not a hoe  first of all BITCH i saw u  tequila shots deep w your shirt off at that frat party friday	1
6124	This bitch scrolled through my shit gave me  like lol petty ass hoes	1
6125	  I just want all your attention babe stop seeing these other hoes   first of all bitch I m legally blind	1
6126	Hoe be like  I m cut from a different cloth  first of all you re a napkin bitch 	1
6127	  WHAT YOU SAY BITCH NIGGA HOE	1
6128	Dont fix yo mouth to say whatchu gone do I told that hoe bitch u know ion play that	1
6129	im so trill ur hoe cant handle it but damn that bitch can suck a diiiiickkkk	1
6130	I tweeted one day I hate broke hoes w rich bitch mouths and now all the lil Houston s tweeting that shit 	1
6131	Trynna look like a bad bitch with a side of hoe for homecoming	1
6132	bitch just called me her fuck buddy I told the bitch I aint no hoe smh	1
6133	  First of all bitch fuck u second of all we BOTH hoes 	1
6134	i wan no bitch till iknow she gone stay down fa me kus all these hoes doin dicks  ian goin for it	1
6135	 go talk to your other hoes  first of all bitch you re the only one i talk to	1
6136	Idc if a bitch was a hoe cause I love hoes Theyre mad fun and nastyyy	1
6137	Now All These Hoes Talking Bout THEY NEED A GUCCI BITCH BE YOSELF	1
6138	Hoes think just cause they dont reply it means theres no answerno consequences Lmao BITCH no reply means you guilty as shit 	1
6139	  This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos	1
6140	Im just tweetin ion want no hoes why you dmn me lil whore 	1
6142	Men really don t care being called a hoe or whore  Shit don t bother us	1
6143	 hoe  hoe  hoe  girl you know youre just another whore 	1
6144	  Ok hoe or whore you choose sweetie	1
6146	i cannot allow my folks to cuff no whore  not a good look fuck allat turn a hoe into a house wife shit 	1
6147	Dont you hate how girls just Whore around because they never got daddys attention  And so they have to interfere in relationships hoe	1
6148	  your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin	1
6149	She blocked me lmao  well fuck you and your whore of a friend you re lame and you re a fake ass bitch Later hoe 	1
6150	  Wow that hoes aint shit You deserve better dan that ugly whore brother	1
6151	Aint nobody stabbed your ass in the back hoe We just all saw how much of an attention whore and fake bitch that you actually are	1
6152	If she dressed like a hoe in the cold she a real Whore 	1
6153	  He must be so proud of his cam whore  oh please let her continue to be a hoe  a  role model  gtfo	1
6154	Aye   youre a fucking whore dont fucking speak to me again u fuckin peacock fake ass hoe	1
6155	Get ready to see all the hoe bunnies slut kitties and whore mice post themselves on this Halloween night	1
6156	Can t even date or talk to a girl who is an attention whore on social media What makes you think ima date or talk to a hoe in real life	1
6157	Whatever hoe it is it is still a hoe And yu r still a WHORE 	1
6158	  My new hoe why the whore label im gonna call million dollars whores records labe and get mind 	1
6160	I knew bobby shmruda respected women when he said if you aint a hoe get up out my traphouse Legendary	1
6161	I can t live my life based on what women find attractive Lmao every single one of you hoes can suck my dick	1
6162	  But a women cheats and parties She a hoe leave her ass The double standardamazing	1
6163	She degraded dark skin women and the LGBTQ community that hoe is cancelled for life	1
6164	Hazel e is a joke Girl you bashing dark skin women who all look better than you  Wack ass hoe	1
6165	Female Logic I HAVE to go through my hoe phase before I can become a real women and be in a relationship	1
6166	   I want women to have equal rights   unless you don t fit my exact definition of how a woman should be then you re a hoe	1
6167	She definitely gotta be a hoe because women love the idea of marriage lmao	1
6168	Fuck hoes a bitch ain t nothin women be trippin bruh	1
6169	I thought you had to fuck  different guys to be a hoe  so that explains why women fine someone better but still  	1
6170	can grown women stop glorifying being a hoe yall dont realize the influence on the young bitches	1
6171	Most women that Know me just said now eric you Know you dont have no inner hoe  im  much of a gentleman but i know my hoe is deep down	1
6172	Blac Chyna is straight trash and an abomination to women everywhere Don t  me cause I don t care Hoe responsibly bitches	1
6173	Ill have bitches on bitches and I will be a god But damn women are hoes 	1
6174	A hoe wants attention a women wants respect	1
6175	All women aren t hoes correction 	1
6176	When a lot of the women on here changed from themselves into hoe tweeters 	1
6177	Oh so when a man sleeps with lots of women hes cool but when a woman sleeps with lots of men shes a hoe YES	1
6178	It s like women can t wait to be a hoe when the relationship ends	1
6179	Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash SO to women who work hard for their own things	1
6180	  You call it whatever you want You praise hoes and and women in the wrong moral leaf and attack men in generalshame on you bitch	1
6181	  I call them a whale ass hoe I was told bc everyone envies skinny women 	1
6182	And I was cool with both guys  shows you women are sneaky and aint shit just like Niggas Always knew my baby mama was a hoe 	1
6183	I wonder if rick will make another deal with those crazy ass women  and if that crazy ass nigga will actually hoe Daryl again 	1
6184	rape is bad but alota hoes be lying bout that shit women are crazy dawg  will fuck ya life up be careful	1
6185	  She s actually a clown They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners 	1
6186	  It will always be ready and hard for you to bring your holes and beat it with your cunt and ass 	1
6187	  ur cunt would be so wet as I fucked ur slut holes x	1
6188	Hello cunt hole   Doh be on me saddis I ll buss yuh face	1
6189	if this big troglodyte bitch texts my man again im going to put bullet holes into your knee caps i dont fight big white bitches they dogs	1
6190	  HILLARY U BITCH SHUT YOUR HOLE RE THE COMFORT AS U R A CAREER CRIMINAL MY DEAR HOW ABOUT THE MILL  	1
6191	      THAT BITCH MUST HAVE A STRONG BACK SHE CANT STOP DIGGING THE HOLE SHES IN JESUS HILLA M  	1
6192	Your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box	1
6193	  bitch i live in another country and you just live in mgs hole	1
6194	  That s so rude bitch tell them to go back into their hole	1
6195	U nothing but another pussy hole bitch get used to it	1
6196	okay bitch fuck off it s not your business fall in a hole and get anal fucked by satan s horn BITCH 	1
6197	Yall want sex to be some kinda spiritual rabbit hole soooo bad Just finished Her Im hungry You Me too bitch d  	1
6198	Sheesh RT   Bitch i wana enter every hole that you got	1
6200	  Lmfao weaaak Coming from the bitch that aint got pictures Go back to your hole 	1
6202	  oh you dirty bitch me and my friends are going to fuck all your holes till you cant take no more  	1
6203	Watching the ALCS from my moms basement is truly a pleasure Crawl back into your hole weak ass bitch 	1
