	text	Task1
5338	I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms	sexist
5339	When you ride past that bitch that dont like you 	sexist
5340	When youre a childish bitch 	sexist
5341	Can you bitches stop pulling ya pants up above your belly button you look like my fuckin grandfather	sexist
5342	When you finally get the bitch to leave 	sexist
5343	If shes doin this shes about to suck the souls of  dead men out your dick 	sexist
5344	Dear Facebook Jus coz I have these whores numbers in my phone doesnt mean I want them seeing my personal life please stop suggesting them	sexist
5345	I wonder if she comes with fuckboy Ken that makes her squirt 	sexist
5346	How bitches gonna act at my funeral 	sexist
5347	Ok but   makes me add her to all DMs just FYI 	sexist
5348	When you eat the wrong bitches ass 	sexist
5349	Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat	sexist
5350	That one cock blockin ass bitch you can never get past 	sexist
5351	When your side bitch tells you shes pregnant and keeping it 	sexist
5352	I gotta stop opening DMs when Im drunk I wake up like who TF is this bitch and why did I send her a dick pic	sexist
5353	I get curved all the time IDGAF theres too much pussy out here to trip off any bitch	sexist
5354	If I ask you how many men you slept with and you actually know youre not the girl for me	sexist
5355	I might be old but at least I came up in a time when hip hop was in its prime and people didnt have bitch ass feelings	non-sexist
5357	When shes being a huge cunt 	sexist
5358	When youre breaking up with a bitch but youre a savage with a great sense of humor 	sexist
5359	When youre both a couple of filthy whores 	sexist
5360	Mom Katie why would you send this kind of picture to daddy Katie thats not dad mom Mom you dirty little whore 	sexist
5361	Bitches that wear chokers that arent complete whores is why I hate you bitches	sexist
5362	Pro Tip Fuck bitches in their s No one wants them so theyre easy and theyre also experienced	sexist
5363	  bitches love electric toothbrushes in their twats	sexist
5364	Yall say slut and whore like its a bad word I say that shit cause Im attracted to a bitch	sexist
5365	When you know youve found the perfect slut for you  	sexist
5366	If shes over  and owns anything Hello Kitty Get that bitch in bed she knows things that you didnt even know existed	sexist
5367	  and were smarter than that bitch	sexist
5368	Shoutout to all the girls that cant go swimming this summer cause their body will wash off	sexist
5369	  I run from those bitches	sexist
5370	You mean before she sucked dick for fame 	sexist
5371	If I wear a condom with you just know thats me being blatantly disrespectful to you and your putrid vagina	sexist
5372	If you idiots would stop tryin to save these hoes youd probably get a lot more pussy	sexist
5373	You sick bitch 	sexist
5374	When you wait to have sex till youre married and you realize the pussy is garbage 	sexist
5375	I can always tell a bitches age by her tattoos Sleeve shes younger than me tramp stamp shes my age	sexist
5376	Too bad some of you bitches cant draw on a better personality the way you draw on your fuckin eyebrows	sexist
5377	I cant imagine growing up with one of these twentysomethin thot ass bitches as my mom  	sexist
5378	I love it when married bitches start posting inspirational memes about having a strong relationship Single in 	sexist
5379	Bitches be like my man has never cheated on me lol nah bitch youre just too stupid to catch him	sexist
5380	Im picky AF when it comes to girls Until a girl wants to bring her not so cute friend over for a threesome	sexist
5381	When yall see that bitch thats been talkin shit but you refrain cause youve been tryin to grow as a person 	sexist
5382	Never trust a girl with makeup artist in her bio Theyre professional liars They can even make your own eyes lie to you	sexist
5383	All bitches do is lie talk shit and fuck up their eyebrows	sexist
5384	Bitches cant keep a man for shit but got a steady ass work husband at all times	sexist
5385	How basic bitches wash away their weekend sins and mistakes 	sexist
5386	Stop sayin you have resting bitch face Bitch you just ugly AF	sexist
5387	Women bleed so much because God realized he made a mistake and is trying to kill them Right	sexist
5388	  How many woman do you think willingly sucked the cock of a Hollywood producer to further their career	sexist
5389	boo you whore	sexist
5390	  To me Any girl messaging and calling  initially i was like chalo koi to bhaw de rahi then bitch was selling pyramid scheme 	sexist
5391	Lml no matter what color a girl is shes still a hoe Thats funny 	sexist
5392	No matter what color a girl is she still a ho  	sexist
5393	Girls hear you say  fuckk  during sex and think her pussy bomb First of all hoe my Girlfriend on her way	sexist
5394	you a stupid hoe you a you a stupid hoe	sexist
5395	Fuck off you stupid cunt 	sexist
5396	What do you call a women that has a brain Pregnant with a baby boy	sexist
5397	When your girls actin a fool so you let your side bitch listen 	sexist
5398	If your girl keeps a toothbrush in her car shes a hoe	sexist
5399	If youre a man women cant be trusted Theyll turn against you its in their nature	sexist
5400	the ONLY good thing a woman ever did was my mom farting me out of her disgusting front butt	sexist
5401	after nearly  years this bitch came back to our home only to be hysterical when will this bitch get hit by a raging bus	sexist
5402	Hysterical over here bc every bitch with eye liner  an iPhone  is a model now 	sexist
5403	  Hahahahaha so hysterical she the real living proof cher cherry picker we have only bitch read da real KSU SB Hit I Alo	sexist
5404	seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical  lol bitch u thought	sexist
5405	I woke up to the most hysterical message  Wtf is   in jail   Nooo You dumb bitch she s in boot camp	sexist
5406	Ive even seen this in express itself in real life recently truly surreal Women are losing their minds which is hysterical	sexist
5407	Fox s  hysterical female  rears her head in this season s cautionary tale about what happens when men give women too much power  	sexist
5408	    I myself have had quite enough of hysterical and damaged and fearful women claiming to speak for all womankind	sexist
5409	Wonder why some women get hysterical here Climacteric is understandable but social networking surely ain t a pageant to perform	sexist
5411	      So happy you hysterical women who believe in conspiracy theories lost 	sexist
5412	Doctors created vibrators after growing tired of masturbating hysterical women  	sexist
5413	  Its the nature of women to want to be guided by a strong man Hysterical go girl feminist types are fi  	sexist
5414	    Fuck all to do wae him itand I just cant be annoyed with hysterical mong women who talk sh  	sexist
5415	  Knickers is a tangle aye Dont like women much do you Hysterical things arent they Only good a few things aye	sexist
5416	A woman reinforces the trope of women as hysterical while calling sexual assault allegations witch hunts wrong all  	sexist
5417	    We needed a counter balance for the rape apologists now These hysterical women are  	sexist
5418	  These people are hysterical Its like a commercial for why men should never marry These women are totally nuts	sexist
5419	  Pernicious insulting myths women as hysterical snowflakes who think everything is harassment men as un  	sexist
5420	chuckwoolery Lipstick on a PIG The Democrat Women on out numbered If it werent so weaselly it would be hysterical Trying to defend DNC 	sexist
5421	Im sorry but cmon if women were as hysterical as men wed have them all in interment camps until we figured this shit out	sexist
5423	  This is a corollary of women being  hysterical   sensitive   bitches  when they disagree with men	sexist
5424	I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso	sexist
5426	  Everyone knows women are too dramatic and hysterical 	sexist
5427	cringemuch When women get panickedstart getting hysterical when having a standard delivery Everyone knows save energyfocuspush	sexist
5428	        Hysterical screaming is what woman should try not to do  cl  	sexist
5429	      much confirms that she is a hysterical Liberal wacko Any woman who forces pothe  	sexist
5430	   further away and didnt see what was wrapped in the bundle that the hysterical woman cradled But Im not going to 	sexist
5431	  Oh my god  a hysterical woman with a loaded gun   	sexist
5432	  And some hysterical Dem woman actually tried to defend the ad on   Dem desperation Fac  	sexist
5433	    Someone tell the hysterical woman that the last time Cam was without Benjamin he won league MVP	sexist
5434	To the woman in a car honking at me for two blocks on Bank you looked hysterical and idiotic and I was getting a nice workout So there	sexist
5435	  Just watched the video I thought Candace s behaviour was shocking The woman is hysterical you did well Blaire	sexist
5436	ok this is not for kids but OMG this woman is hysterical  I think these things sometimes  but she by god 	sexist
5437	Yes exactly Works both ways The amount of times I ve been groped by some hysterical straight girl on a night out  	sexist
5440	        Three I think With that hysterical Girl aka Model I  	sexist
5441	My grandpa once told me The only bitch that matters is my DOG and Ive stood by that my whole life      	sexist
5442	Wow they tried to give me a FEMALE DOCTOR TODAY I didnt even know those EXISTEd	sexist
5443	Women are children They require men in their lives to set boundaries and teach them lessons	sexist
5444	Women want everything to be  but then they make  of the Ghostbusters FEMALE wtf	sexist
