	text	Task1
1185	la novia es mas puta y el pelotudo sigue estando con ella  ni pa bosta la mina mas zorra y el ni hablar mas gil todav a  le re kbio	sexist
1186	Hay una chica que grita como la puta madre CALLATE POR DIOS  	non-sexist
1187	    Tu eres el alem n tonto que usa el traductor porque no tiene ni puta idea de hablar espa ol y que dice gilipolleces en Youtube Viva Espa a que es y ser  siempre tu pa s	non-sexist
1189	Que horrible verte as  Sofi como te voy a extra ar mi perra loca Espero que estes en un lugar mejor y tengas todo lo que mereces	sexist
1190	      Imb cil dice Luego vais de educados y pac ficos y sois aut ntica escoriabasura	non-sexist
1191	    Callate cara de culo y jodete en la puta c rcel	non-sexist
1192	    Tu eres un poco bastante hijo de la gran puta no Y no es una pregunta cabronazo Es una jodida afirmaci n      	non-sexist
1193	NADA COLAU   la protectora de moromierdas delincuentes y violadores tapa otra reyerta de   en     Compartido desde tu tabl n de Google	sexist
1195	HAY COSAS QUE POR SABIDAS SE CALLAN PERO POR CALLADAS NOS OLVIDAMOS DE QUE EXISTEN PAGARAS PERRA Y CON LO QUE MAS TE DUELE TUS HIJOS AUNQUE TINES CARA DE LESBYCA 	sexist
1196	  TU ERES BIEN PUTA NO TE IMPORTA NAHH 	sexist
1197	      y una vuelve con el poporopo como una flo	sexist
1198	  Jajaja callate que vos tampoco te quedas atras zorra	sexist
1202	Si nunca has sido v ctima de acoso abuso o violaci n es complicad simo que entiendas el dolor miedo e impotencia que te invaden Y no callarse no es la soluci n	non-sexist
1203	    Eso es no tener ni puta idea de gesti n ni dos dedos de frente al margen de lo patriarcal	non-sexist
1204	C llate madre perra culi  maraca conchetumare hija de la Daniela Ch vez que tiene las panderetas de la zorra colgando Saludos cordiales Beso en el poto que te rompemos a o a a o en La Ruca  	sexist
1205	          I call my best friend puta zorra cerda imb cil True love	sexist
1206	  Callate imb cil infradotada de mierda y escrib  bien ESCRIB  BIEN QUE TE HAC S LLAMAR COMUNICADORA SOCIAL HIJA DE PUTA	sexist
1207	MRajoy en los papeles de Barcenas NO es Mariano Rajoy  Pablo Casado aprueba el master sin ir a clase sin hacer ex menes y convalidando  de  asignaturas   casos que millones de ciudadanos vemos claro pero los jueces NO      	non-sexist
1208	  Callate hijo de puta Fuiste una mierda y vas a terminar tu vida siendo una mierda	non-sexist
1212	C llate Zorra el c llate perro de este semestre	non-sexist
1213	  RETO te reto a pegarte en la cara la mayor cantidad de ganchos de ropa no vas a superar los  saludos desde chile    	non-sexist
1214	Un t o me ha tirado ficha por la foto con la olla en la puta cabeza en Instagram de verdad ya es que no puedo ense ar ni mi olla ro osa	non-sexist
1217	Mientras no te afecte c llate la puta boca que os la sude lo que haga la gente pesaos cansinos callad ya uf	non-sexist
1218	    Ojala usaras vestidos y tacos para que seas fel z como mereces perra	sexist
1219	  C llate zorra que no fuiste capaz de contestar mi mensaje 	sexist
1220	  La celebraci n de Carmona alg n sportinguista a n tiene la polla en la garganta  	non-sexist
1222	  Soy puta y sois las mujeres m s repugnantes que espero nunca tirarme a la cara nadie nos obliga y NO ME VIOLAN	sexist
1223	  Le pega primero en la cara tonto la polla	non-sexist
1224	El Partido Popular considera contradictorio el anuncio del PSOE de que retirar  las concertinas de Ceuta y Melilla porque las pusieron ellos  	non-sexist
1225	La feminidad busca igualdad el feminismo s lo el poder 	non-sexist
1226	    Se puede llamar acoso cuando algunas mujeres usan minifaldas escotes descaderados transparencias etc para provocarnos 	sexist
1227	  Callate puta y anda a dormir	sexist
1231	    No creo que nadie confunda acoso con seducci n ni violaci n con fantasia sexual	non-sexist
1232	  Es m s a m  deber a importarme una puta mierda que t  por la playa vayas ense ando el rabo Es asunto tuyoNo m o Ni de nadie m s De la misma forma si t  usas tu desnudez PARA TRABAJAR es asunto tuyo Y si yo quiero verte en pelotas	non-sexist
1233	  Jajajaja callate zorra	sexist
1234	E insisto con esto de libertad de expresi n puedo decir lo que quiero claro nunca en la puta historia ense aron el concepto de libertad Que claro va de la mano con la Responsabilidad Es decir q lo que expreses de manera libre tiene q ser de forma responsable	non-sexist
1235	  CALLATE PERRA v	sexist
1237	Esto es posesi n machismo acoso violaci n a la intimidad de la persona y nadie cae en la cuenta que est n as  por  un cari o  que acaba siendo una tortura 	non-sexist
1239	  Tu eres la puta m s puta con cualquier tangate uso el culo como dep sito de semen	sexist
1240	Okeyy puta env ame una ense ando un poco mas y te tradeo en Ebay por una nintendo switch que tengo ganas de jugar al super mario  eso es que tienes mucho valor para mi 	sexist
1241	Siempre me carg  ese cuico culiao aspiracional s peralo amigo eres sudaca y gay	sexist
1244	Un d a me dieron un consejo muy bueno si no vas a decir nada inteligente C LLATE LA PUTA BOCA Aplic roslo porfa	non-sexist
1245	Hay dos sitios d nde hay que ir sin prisas a echar unos papeles y al peluquero	non-sexist
1246	  Callate hijo de puta Mi madre muri  esperando que le pagues el juicio que gan  cuando vos estabas en el ANSES No ten s moral Caradura	non-sexist
1248	    QUE APRENDAS A ESCRIBIR HIJO DE LA GRAN PUTA C LLATE YA CO O	non-sexist
1249	Esta encontra  del racismo pero usa chingos de filtros para verse m s blanca  y se pinta el cabello de g era No mames compa	sexist
1250	JAJAJAJAJA zorra sos vos mi amor por teclado somos todas malas eh pero en la cara nunca nada vos RID CULA	sexist
1256	  C llate la puta boca challenge no eres una mierda de persona y si te draggean pues las cogemos y las matamos 	sexist
1260	  Callate hijo de puta si vos apoy s el proyecto violento de la derecha	non-sexist
1262	esq una polla las mujeres son to celosas callaros ya 	sexist
1263	Paso lo que tanto se esperaba se lo merecia por hijo de puta   	non-sexist
1264	Ustedes entienden que el interurbano La calera q es lo mas sudaca en medios de transporte pasa cada  minutos y en la segunda capital del pais sobre una arteria principal a  cuadras del centro la frecuencia es de  minutos Eso es    INUTIL	non-sexist
1268	  Para nada est n hasta la polla de tonter as y se les nota	non-sexist
1270	Violencia machista acoso escolar violaci n de derechos humanos privaci n de libertades homofobia racismo precariedad corrupci n  Que en  avancemos para terminar con todo esto Salud y felicidad 	non-sexist
1271	como puede ser que justifiquen un acoso o una violaci n porque estaba borracho loco yo tambi n el finde estaba borracha y no por eso viole a una mina DEJEN DE JUSTIFICAR MACHITOS	non-sexist
1272	        Hijos de perra para lo unico que sirven es para provocar y seguir haciendo mierda el pa s Nunca van a gobernarnos en su puta y reventada vida Queremos vivir en Paz si no les gusta la Democracia no s	non-sexist
1273	No te mereces que te responda pero a n as  lo voy a hacer No me conoces en absoluto para decir que soy una zorra Que uses eso como insulto ya dice mucho de ti Estoy segura de que un t o como t  que va diciendo  zorra  a una t a sin raz n tambi n tiene t as a patadas 	non-sexist
1274	    Bueno t  eres su perra no yo	sexist
1275	  puto hom fobo de mierda te voy a meter la polla en la garganta para que no vuelvas a decir gilipolleces	non-sexist
1278	Le tuve que ense ar mi Whatsapp al t cnico de ATT y ahora sabe que soy puta	sexist
1279	  C llate tu puta zorra 	sexist
1281	 Se puede ser m s necio e indocumentado S  se puede ser Pablo Casado 	non-sexist
1282	Lo de ir al game es para las Origin cards estas de polla porque no todos disponemos de una tarjeta de credito para comprar nuestras mierdas EH BURGUESES DE MIERDA	non-sexist
1283	  Callate Perra Toda con el nopal en la frente 	sexist
1284	Teeeeneeesss que ser de toooodos 	non-sexist
1285	  Tu eres el Ale que dice que me quiere y tal de vez en cuando no Vaya ataque m s gratuito perra	non-sexist
1286	  callate zorra no me hagas sentir mal sabes xq no fui 	sexist
1288	    JAJAJAJAJJAJAJAJAJAJJAJA C LLATE PUTA	sexist
1289	Por puta te mereces tremenda paliza nadie te quiere mijaa	sexist
1290	Echenle un ojo a este especial que arm  para      Hubiera sido bueno respetar el look g ero de   o esta bien el look Trit n motociclista 	non-sexist
1291	      Hijo de puta callate la jeta de la jente asesinadas por el ejercito de honduras nadie dice nada son mas de  muertesel unico delito que cometemos esque no queremos un corructo como tu en nuestro pais	non-sexist
1293	Mi prima est  esta mirando el partido y le dije q iban a perder y me dice C LLATE HIJA DE PUTA q amor	non-sexist
1294	  Me parto la polla	non-sexist
1295	  C llate puta guarra y metete mi verga en tu hocico hasta q t ahogues y me la dejes escurriendo Quiero t comas mi semen perra	sexist
1296	Pensar que la mujer es una perra de por si es algo horrible pero que eso sea por celos es una conchudez	sexist
1297	que asco me da la puta gente que campea y hace el guarro en fortnite espero que si tu eres alguien de ellos dejes este juego ya	non-sexist
1298	  Ven aqui y comemela 	sexist
1299	  Tu eres tu gozando como una perra	sexist
1301	Me perturba que   no tenga foto de perfil en IG Es como si estuviese indocumentado en las redes sociales A ver si activas una foto de perfil wacho            	non-sexist
1302	    Si ya de por si me lo paso bien imag nate con otra polla en tu culo	non-sexist
1304	  Y est  perfecto hay muchos feminismos pero se est n peleando con la nada denunciando que violaci n no es lo mismo que acoso	non-sexist
1306	sara puta con mi pingo se ahoga   callate deja a mi hija 	sexist
1307	  mejor c llate perra lmao	sexist
1310	QUE HIJOS DE PUTA LOCO SE LO S PER MEREC A FLORENCIA ENV A BAILA FLOR AL 	non-sexist
1311	  Callate maldita perra O seguro eres un pobre marico detras de un user femenino Chavista colaborador	sexist
1312	Vos brasilero de mierda t mereces lo peor como podes burlarte del submarino hijo de puta	non-sexist
1313	Dos mil RT a esta escoria pero luego no fueron a Bruselas a pasear su odio y todo es culpa de los medios V a   	non-sexist
1314	  C llate perra del infierno 	sexist
1315	  jajajajaj c llate perra cumplime y s male que me debes ir   al Tasty Rails  conmigo  	sexist
1317	    A ver tu eres tonto o que Es una puta lucha de las mujeres MUJERES no puedes ser feminista eres un aliado de las mujeres ALIADO repito las mujeres LUCHAN POR SUS DERECHOS Y TU TE ALIAS A ELLAS PORQUE NO ERES IGUAL QUE ELLAS 	non-sexist
1318	Me ense aron todos los modales habidos y por haber PERO TENGO MIOPIA LA PUTA QUE TE PARIO 	non-sexist
1320	Estamos en un Estado de igualdad no Para cuando la escena de un hombre que diga busco a una guarra para poder fornicar como un loco despechado hasta nuevo a o No es esto una descarada y funesta forma de incitar el incorrectismo coyuntural y los falsos modales 	non-sexist
1321	  pues blokea a quien te de la gana comepollas de florentino gordo q no ves la puta realidad callate ya botijo	non-sexist
1322	      Llamar puta a una mujer es algo m s que desafortunado pero all  vosotros	non-sexist
1323	me estresa que me hablen mientras escucho m sica CALLATE LA PUTA MADRE CALLATE NO ME HABLES MAS	non-sexist
1324	  C llate serote vos ya no sos de aqui podr as en ese pa s hijo de puta	non-sexist
1325	  Vos callate que tu perra rompe vasos	sexist
1327	Enhorabuena por las mujeres madres de familia que han sufrido calladas muchos a os el acoso de hombres inmorales 	non-sexist
1329	no me gustan las t as que ense an De puta madre colega pero c llate la boca y no le digas nada a la chavala porque en todo caso el problema lo tienes t  por considerar que una t a vale menos por hacer eso y encima te crees que es normal	non-sexist
1330	INMIGRaNTE Pista con Coro LETRA  ZiR  a trav s de  	non-sexist
1331	    Perra tapate pasas pena Te vives de ense ar el culo que es lo unico bueno que tienes	sexist
1333	Que odio me da mirar pelis con mis hnos todo me preguntan MIRALA Y CALLATE LA PUTA MADREEEEEE ME EXASPERAN	non-sexist
1334	Luego de las acusaciones de acoso y violaci n sexual en contra del productor de cine la dise adora podr a obtener  	non-sexist
1335	Si ella me quiere ense ar las tetas pues vale no voy a ver nada nuevo puta Si ella me quiere ense ar el cerebro pues de puta madre podemos hablar de los microorganismos del funcionamiento de las mol culas  PD EL culo y las tetas se caen date a girl with cerebro es eterno	sexist
1336	Uno de las recetas que mas me gustan 	non-sexist
1337	 de Magna g ero y las llantas a  	non-sexist
1338	Porque sos tan puta me tenes cansada ya ojo de chivo estraviado   C llate anda a buscar a nemo abajo de la cama chiva degollada 	sexist
1340	  Seguro que esa chica es la m s puta de tu serie	sexist
1341	Zorra puta arrastrada eres una mierda espero que alg n d a mueras no mereces ese poco cari o que te dan Son casi siempre los mismos insultos y llegan en los peores momentos dar a cualquier cosa por saber qui n mierda es o son esos an nimos	sexist
1342	    C llate gordo hijo de puta Vos tampoco te vas a poder ni siquiera subir al helic ptero	non-sexist
1346	  C llate perra	sexist
1347	  Al menos en rsw creo que no idealizan el suicidio ni el acoso o la violaci n y dan un mensaje sin embargo en esta serie me da la sensaci n de que pintan como super guay ser un psic pata	non-sexist
1350	Me tiene podrida los cuadernos los bolsos los jueces corruptos los K los justificadores seriales de cualquier mala maniobra del gobierno la idiosincrasia sudaca	sexist
1352	Norteamericanos indocumentados viven en Tijuana y trabajan en San Diego 	non-sexist
1353	SEMEN Difundamos un movimiento necesario 	non-sexist
1354	    Tipejo callate de una puta vez Y si estas tan desconteto  no cobres nada de Espaa Capullo	non-sexist
1355	    Pues claro Porque el t o es un triunfador y ella  Ella una guarra busca fama Lamentable	sexist
1356	    C llate no nos saludaste por que ten as un pedo pedo de la puta madre	non-sexist
1357	  El acoso en la mujer es tan solo cuando el hombre no le gusta si el hombre le gustara no fuera acoso	sexist
1358	  EST S muy CALLADA HOY Es verdad NO me ACORDABA que UN ANTISISTEMA PODEMITA a HIJO de PUTA hab a MATADO a una PERSONA porque NO PIENSA como  l MARQUESITA  LO VAS HA PONER en T Panfleto  como SOIS el panfleto OFICIAL d los PODEMITAS	non-sexist
1361	Que ning n hijo de puta os de menos de lo que os merec is	non-sexist
1362	 La gravedad de la violaci n no desvirt a la infamia del acoso sexual  	non-sexist
1363	  Ella es m s bonita t  eres m s perra	sexist
1364	Sinceramente te mereces pasar roncha y comer mierda con chavez hubiese pasado igual el fue otra puta de Fidel y una gran maldicion para este pais fue un ladron resentido y un fracasado pa que sepais 	non-sexist
1365	    As  no me como yo un co o ni de co a	non-sexist
1366	Que enriquecimiento para Espa a	non-sexist
1367	          Ya callate puta que no te hartas de escribir estupideces Prostituta del sistema viejita de mierda	sexist
1368	  T  eres perra	sexist
1369	Santos firma un decreto que regular  a  venezolanos indocumentados su situaci n en Colombia  via  	non-sexist
1372	  Callate zorra que seguro tampoco sabes	sexist
1374	 Viste esto Ent rate cu les son los nuevos dict menes 	non-sexist
1376	El puto sudaca de Nahuel Guzm n insultando a Pedro Caixinha al momento que el portugu s esta dando su conferencia post partido  Veremos si la   tiene el valor de suspenderlo o dejar  que siempre haga lo que quiera	sexist
