	dataset	language	source	text	task1
1346	SCB_ES	es	Twitter	RT @m_ebrard: Exito a los legisladores mexicanos encabezados por el diputado Mario Delgado que nos representan en la LIX reuni?n interparla?	non-sexist
1347	SCB_ES	es	Twitter	RT @johnerencastle: ATENCI?N. Esta es la cuenta y el rostro de una de las incitadoras de violencia en las marchas. Su agresi?n repercute en?	non-sexist
1348	SCB_ES	es	Twitter	RT @LunaGilV: Con lo que ha pasado en menos de un a?o desde que Amlo lleg?, y como se ha conducido el aparato del @GobiernoMX  y adem?s he?	non-sexist
1349	SCB_ES	es	Twitter	@raguilarandrade @SRE_mx As? es se?ores @m_ebrard @maximilianoreyz, antes de entrar a su embajada propiciaron violencia y ahora siguen	non-sexist
1350	SCB_ES	es	Twitter	RT @Med_DipAlmaguer: (2-2) ?C?mo se garantizar? el fortalecimiento y desarrollo del campo mexicano, de la agricultura de nuestros pueblos,?	non-sexist
1351	SCB_ES	es	Twitter	RT @DavidsBR: @m_ebrard Primero asuman su responsabilidad y dejen de culpar a los gobiernos anteriores y tambi?n dejen de decir que son v?c?	non-sexist
1352	SCB_ES	es	Twitter	@M_OlgaSCordero @SEGOB_mx @Mx_Diputados Estamos frente un claro acto ilegal, por un lado portaci?n de sustancia pro? https://t.co/aEMNZ1vlFr	sexist
1353	SCB_ES	es	Twitter	RT @m_ebrard: Exito a los legisladores mexicanos encabezados por el diputado Mario Delgado que nos representan en la LIX reuni?n interparla?	non-sexist
1354	SCB_ES	es	Twitter	"??@M_OlgaSCordero en pro del aborto y uso de marihuana! ??

#NoticiasMX

Mira la nota completa aqu? ??
https://t.co/EAZ6vv29E5"	non-sexist
1355	SCB_ES	es	Twitter	@m_ebrard M?s vale tarde que perder la oportunidad!!! Felicidades canciller @m_ebrard !!!	non-sexist
1356	SCB_ES	es	Twitter	@M_OlgaSCordero @notariadomex @Infonavit @carlosmartinezv @ajprado60 Muy c?mo va a a ocurrir?	non-sexist
1357	SCB_ES	es	Twitter	Con que los Estados Unidos firmen y ratifiquen el Tratado de   Comercio de Armas Convencionales, es suficiente. Lo? https://t.co/017ArsuAvt	sexist
1358	SCB_ES	es	Twitter	RT @m_ebrard: Le? la informaci?n que publica Dolia Est?vez respecto a Victor Alberto Barreras.Estoy ordenando que el Comit? de Etica de la?	non-sexist
1359	SCB_ES	es	Twitter	RT @DesireeNavarro: Despu?s de lo sucedido en #Michoac?n y ante la postura de @M_OlgaSCordero ?Qu? le responder?an? #HijosDeLaMx #HijasDeLa?	non-sexist
1360	SCB_ES	es	Twitter	@m_ebrard as? como ?l lo hac?a cuando era oposici?n???	non-sexist
1361	SCB_ES	es	Twitter	"RT @TomasCrusie: ??????. Pinche hocic?n el pez por su boca muere.@lopezobrador_ 
Vamos a ver si corres a la @M_OlgaSCordero @AlfonsoDurazo al?"	non-sexist
1362	SCB_ES	es	Twitter	RT @mujer_latin: Duda: En estas horas aciagas para M?xico, @M_OlgaSCordero, la responsable de la paz al interior del pa?s y de su gobernabi?	non-sexist
1363	SCB_ES	es	Twitter	@M_OlgaSCordero Descanse en paz.	non-sexist
1364	SCB_ES	es	Twitter	RT @rojasdiazduran: .@m_ebrard: mis condolencias por el sensible fallecimiento de tu pap?, a quien tuve el gusto de disfrutar en sus amenas?	non-sexist
1365	SCB_ES	es	Twitter	RT @m_ebrard: Les comunico que  hay dos mexicanos fallecidos en Kansas, extendemos el m?s sentido p?same  del Gobierno de M?xico a sus fami?	non-sexist
1366	SCB_ES	es	Twitter	RT @m_ebrard: Damos la bienvenida a los 250  jovenes de Argentina, Brasil,Bulgaria,Colombia, Dominicana, Espa?a,EU, Hait?, Israel, Italia,M?	non-sexist
1367	SCB_ES	es	Twitter	"RT @CarlaEUrena: La Secretaria hablando del hilo negro que el gobierno que representa quem?.

Para separarla del agresor ?&gt; REFUGIO.

Para?"	non-sexist
1368	SCB_ES	es	Twitter	@m_ebrard Un sentido p?same!!!	non-sexist
1369	SCB_ES	es	Twitter	RT @EMSRE2019: Con la representaci?n del Canciller Ebrard @SRE_mx @m_ebrard en la conmemoraci?n del 80 aniversario del Exilo Espa?ol presid?	non-sexist
1370	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
1371	SCB_ES	es	Twitter	"RT @TomasCrusie: ??????. Pinche hocic?n el pez por su boca muere.@lopezobrador_ 
Vamos a ver si corres a la @M_OlgaSCordero @AlfonsoDurazo al?"	non-sexist
1372	SCB_ES	es	Twitter	Me sumo a las felicitaciones del Sub @maximilianoreyz al Secretario de Relaciones Exteriores @m_ebrard por su cumpl? https://t.co/clDyqCryhh	sexist
1373	SCB_ES	es	Twitter	@CiroGomezL @LuRiojas @M_OlgaSCordero @Mx_Diputados Te falto decir de qu? partido es la marihuana.	non-sexist
1374	SCB_ES	es	Twitter	RT @GlodeJo07: Buenos d?as @m_ebrard no s? si est?s enterado pero tu nuevo C?nsul est? acusado de haber abusado sexualmente de un menor de?	non-sexist
1375	SCB_ES	es	Twitter	Uno boto por voluntad propia	non-sexist
1376	SCB_ES	es	Twitter	RT @LeonKrauze: Culiac?n y la raza negra. Aqu? @JorgeGCastaneda sobre las ABERRANTES declaraciones racistas de Gardu?o, el hombre que dirig?	non-sexist
1377	SCB_ES	es	Twitter	RT @DoliaEstevez: @DHSMcAleenan @m_ebrard Corrijo: fue el cuarto. Dur? 184 d?as en el cargo.	non-sexist
1378	SCB_ES	es	Twitter	RT @IlliRuvalcaba: Solicitante de Refugio... Y con visado... Se Encuentra en el AICM desde jueves con su Bb ... @INAMI_mx  algo anda mal ah?	non-sexist
1379	SCB_ES	es	Twitter	"RT @julioastillero: M?xico ya abandono la doctrina del da?o colateral: Ebrard (@m_ebrard)
https://t.co/5Km709n9qq"	non-sexist
1380	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Comparezco en cumplimiento del mandato constitucional y de la Ley Org?nica de la Administraci?n P?blica Federal ante el?	non-sexist
1381	SCB_ES	es	Twitter	RT @spmoreno3: @MBarbosaMX @m_ebrard Don Marcelo, QEPD, ya no te ver? tu servicio al pa?s en este mundo, pero que su ejemplo te impulse a s?	non-sexist
1382	SCB_ES	es	Twitter	RT @chise991: @MxFaby @m_ebrard Si no logramos AMLO  se quede. Aqu? est? el ?nico capaz de sucederle.	non-sexist
1383	SCB_ES	es	Twitter	"RT @KittyPelwchy: ??  #EstadoFallido

Comunicado que lanzan un grupo de colectivos para EXIGIR la renuncia de @AlfonsoDurazo
Y de @M_OlgaSCo?"	non-sexist
1384	SCB_ES	es	Twitter	"RT @jagarzaramos: ?C?mo lleg? @m_ebrard al dato de que liberar al Chapito salv? 200 vidas?

X sicarios por Y gente en la calle menos la ra?"	non-sexist
1385	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ Dola Olga, creo que la vamos a insultar, que timing es este? El pais est? literalmen? https://t.co/F3rNBAxeMq	sexist
1386	SCB_ES	es	Twitter	"RT @VillalobosE: @m_ebrard Con respeto, 
Mi m?s sentido p?same"	non-sexist
1387	SCB_ES	es	Twitter	@JuanIZavala @M_OlgaSCordero es una normalidad su incapacidad, insensibilidad y mediocridad. #GetToWork! #IncapacidadesCorrupci?n	non-sexist
1388	SCB_ES	es	Twitter	@m_ebrard Mi m?s sinceras condolencias se?or secretario un abrazo a ti y a toda tu familia oramos para que Dios les? https://t.co/sR5v43cFCC	sexist
1389	SCB_ES	es	Twitter	"Eso mismo deber?as decirles  a las familias de los polic?as y soldados muertos !!!!
*Que por la prudencia e intelig? https://t.co/fW9VqJuV36"	sexist
1390	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
1391	SCB_ES	es	Twitter	@GueroMendez @lopezobrador_ @M_OlgaSCordero No mi alex si lo fui pero no soy mexicano!! https://t.co/40779WcBbx	non-sexist
1392	SCB_ES	es	Twitter	RT @DoliaEstevez: Auge y declive de Medina Mora. Abuso de poder y desplantes. La explosiva carpeta sobre Leyva que encontr? @LVidegaray, im?	non-sexist
1393	SCB_ES	es	Twitter	@M_OlgaSCordero Acaso les dijo:? HOY FUE UN D?A SOLEADO?, ?AYER? UN D?A COTIDIANO COMO CUALQUIER OTRO!	non-sexist
1394	SCB_ES	es	Twitter	RT @omarfayad: Sostuvimos una reuni?n de trabajo de la Comisi?n Ejecutiva de Asuntos Internacionales de la @CONAGO_oficial con el Canciller?	non-sexist
1395	SCB_ES	es	Twitter	RT @MissFernandaMex: ??Creen que todos somos idiotas!? El video que mostraron hoy no es del d?a de la detenci?n. Su ahijado trae otra camis?	non-sexist
1396	SCB_ES	es	Twitter	RT @atorresnoriega: @serginhotorero @LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard Primer acto: se est? construyendo un aeropuerto?	non-sexist
1397	SCB_ES	es	Twitter	RT @epigmenioibarra: El informe de @AlfonsoDurazo @M_OlgaSCordero @A_Encinas_R y @Luis_C_Sandoval en materia de seguridad en la #Conferenci?	non-sexist
1398	SCB_ES	es	Twitter	@emarquezruiz01 @ardillo72 @m_ebrard Gracias. Bien dicho??????	non-sexist
1399	SCB_ES	es	Twitter	a?os..mil veces..mil veces dijo Jose Jose que su voluntad era ser enterrado en Mexico con su madre do?a Margarita.a? https://t.co/9WwvSQGyld	sexist
1400	SCB_ES	es	Twitter	"RT @SocCivilMx: #EncuestaSCMx 

@miguelmancera5, #Bejarano, @m_ebrard y muchos otros pol?ticos dentro y fuera de la #4T de #L?pez son DUE?O?"	non-sexist
1401	SCB_ES	es	Twitter	@lopezobrador_ que fatiga me da ya la 4t, le dije a @tatclouthier ... o a @M_OlgaSCordero ? A quien sea, que te enc? https://t.co/Jh2h2jInEE	sexist
1402	SCB_ES	es	Twitter	RT @m_ebrard: Agradezco la comprensi?n del Senado de la Rep?blica y las muestras de afecto de numerosas personas en torno a la salud de mi?	non-sexist
1403	SCB_ES	es	Twitter	@VFranciscoPrec1 @azucenau @SEGOB_mx @M_OlgaSCordero @ArturoZaldivarL @FelipeCalderon Medina mora oiste eso?	non-sexist
1404	SCB_ES	es	Twitter	RT @m_ebrard: La relaci?n bilateral M?xico-Panam? se convertir? en una Asociaci?n Estrat?gica, para lograrlo los Presidentes Andr?s Manuel?	non-sexist
1405	SCB_ES	es	Twitter	@RafaelSanc10 @Izavargas2 @LuRiojas @M_OlgaSCordero Entonces no veo qu? debatimos si estamos de acuerdo. La despena? https://t.co/nsLx0Tdkau	sexist
1406	SCB_ES	es	Twitter	RT @RaulBCCue: Expreso mi solidaridad y condolencias al Canciller @m_ebrard y su familia por el fallecimiento de su padre Marcelo Ebrard Ma?	non-sexist
1407	SCB_ES	es	Twitter	RT @LeonKrauze: Culiac?n y la raza negra. Aqu? @JorgeGCastaneda sobre las ABERRANTES declaraciones racistas de Gardu?o, el hombre que dirig?	non-sexist
1408	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
1409	SCB_ES	es	Twitter	RT @johnerencastlem: @JCarlosFaesler @patriciarmax Ahora se entiende porque @MarcoBanos @lorenzocordovav @CiroMurayamaINE @OscarVega_MX @IN?	non-sexist
1410	SCB_ES	es	Twitter	@EfektoTv @M_OlgaSCordero @GobCDMX @Claudiashein M?xico s? ???? , mujeres lideres, capaces e inteligentes por supuest? https://t.co/Y7fb8xiSph	sexist
1411	SCB_ES	es	Twitter	"RT @fundacionfind: @ahtziricardenas esta fue la respuesta  ""La verdad no se. La realidad es que el presupuesto es muy restringido y dif?cil?"	non-sexist
1412	SCB_ES	es	Twitter	RT @wzuloag: Es justo destacar que @GobiernoMX a trav?s de la voz de @M_OlgaSCordero ha reconocido la problem?tica grave de los feminicidio?	non-sexist
1413	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
1414	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
1415	SCB_ES	es	Twitter	? la 4ta corrupci?n?	non-sexist
1416	SCB_ES	es	Twitter	"RT @OSWALDORIOSM: Nombra @m_ebrard a un agresor sexual como c?nsul en Estados Unidos

S? que a veces cuidamos demasiado el lenguaje, pero n?"	non-sexist
1417	SCB_ES	es	Twitter	RT @vmva1950: #D?adelasMujeresRurales Impulsamos programas p/ que productoras puedan acceder a apoyos que les permitan mejorar su capacidad?	non-sexist
1418	SCB_ES	es	Twitter	"RT @MElenaPerezJaen: Este v?deo es vergonzoso para ????
Buen trabajo @avieu ?? https://t.co/D7v5fAXd73"	non-sexist
1419	SCB_ES	es	Twitter	RT @luis_a_cabrera: https://t.co/P9DxfNKr9N .@SGarciaSoto y @SerpienYEscaler nos cuenta, donde @m_ebrard le dice a #AlbertoBarrerasCastro q?	non-sexist
1420	SCB_ES	es	Twitter	"Muy eficiente, @m_ebrard en el caso Jos? Jos?

""El canciller se tom? el tiempo para mediar en un conflicto familiar? https://t.co/10AAnLZTkF"	sexist
1421	SCB_ES	es	Twitter	"RT @julenrementeria: Hoy la Secretaria @M_OlgaSCordero nos llama a todos al respaldar al presidente.

Secretaria:
Mi respaldo es incondicio?"	non-sexist
1422	SCB_ES	es	Twitter	RT @m_ebrard: Les comunico que  hay dos mexicanos fallecidos en Kansas, extendemos el m?s sentido p?same  del Gobierno de M?xico a sus fami?	non-sexist
1423	SCB_ES	es	Twitter	Esta foto, lo que ocurri? hoy con la Secretaria de Gobernaci?n en la C?mara de Diputados, alegra mis perspectivas d? https://t.co/7vJ320gjhS	sexist
1424	SCB_ES	es	Twitter	@politicomx @M_OlgaSCordero @Claudiashein @Irma_Sandoval @Mary_Luisa_AG @XochitlGalvez @MarkoCortes @Mzavalagc @korno Dios nos libre	non-sexist
1425	SCB_ES	es	Twitter	EPD su querido padre, Se?or Secretario. Condolencias a nombre pueblo y gobierno cubanos. Lo acompa?o este momento d? https://t.co/lTgoHIw6Ek	sexist
1426	SCB_ES	es	Twitter	Excelente comida con Victor Villalobos Ar?mbula Secretario de Agricultura y Desarrollo Rural del Gobierno de M?xico? https://t.co/vySPMnwYxg	sexist
1427	SCB_ES	es	Twitter	@MaluMicher @MorenaSenadores @ramirezlalo_ @Ana_LiliaRivera @Cecilia__SG @NarroJose @aostoaortega @MiguelANavarroQ? https://t.co/vZztYv9E4I	sexist
1428	SCB_ES	es	Twitter	RT @LuRiojas: Cuando desde el poder se fortalecen ideas y grupos antiderechos, el resultado es el intento de censura y el despliegue de vio?	non-sexist
1429	SCB_ES	es	Twitter	RT @m_ebrard: Cordial reuni?n de trabajo para avanzar en la excelente relaci?n con Costa Rica, gracias por su visita!! https://t.co/f7gOWQV?	non-sexist
1430	SCB_ES	es	Twitter	RT @PonceCanto: @M_OlgaSCordero Mediocres funcionarios, no pueden hacer nada bien.	non-sexist
1431	SCB_ES	es	Twitter	Por ?so son floreros, no hablan ni act?an, solo llenan una silla	non-sexist
1432	SCB_ES	es	Twitter	RT @PanchDominguez: Particip? en la sesi?n de la Comisi?n Integral de la Regi?n Sur-Sureste de @CONAGO_oficial, donde dialogamos con el tit?	non-sexist
1433	SCB_ES	es	Twitter	@m_ebrard Un Abrazo. Que el Buen DIOS te siga bendiciendo. Que el ?xito y la Felicidad te acompa?en. P?sala de Lujo Canciller.	non-sexist
1434	SCB_ES	es	Twitter	@agustingc2012 @SiyofueraSP @m_ebrard ? SERA LA FIESTA EN EL WOMEN'S CLUB ?	non-sexist
1435	SCB_ES	es	Twitter	@LuRiojas A cabr?n! T? le crees? Y al hecho de que ya haya confesado que la cag?, a eso tambi?n le crees?	non-sexist
1436	SCB_ES	es	Twitter	"?As? o m?s vanal y omisa?
El pa?s cay?ndose a pedazos, encuestas piteras amenazan la democracia y polic?as asesinad? https://t.co/uC16DOGiQc"	sexist
1437	SCB_ES	es	Twitter	"RT @CarlosLealMx: Canciller @m_ebrard le pedimos que incluya a #Mexico en las naciones que NO promueven el #Aborto.

M?xico es un pa?s #Pro?"	non-sexist
1438	SCB_ES	es	Twitter	RT @DoliaEstevez: Nombre: V?ctor Alberto Barreras Castro. Nombrado c?nsul en Las Vegas. Arrestado por sexo con una menor que era su alumna.?	non-sexist
1439	SCB_ES	es	Twitter	Oye @lopezobrador_ que explicaci?n Le vas a dar al patr?n Trump? Le vas a decir que lib?raste a Ovidio Chapo por cu? https://t.co/LcrZetx698	sexist
1440	SCB_ES	es	Twitter	RT @MarioFM: M?xico no debe convertirse en refugio de golpistas patrocinados por el castrochavismo de Maduro. No al asilo de la ecuatoriana?	non-sexist
1441	SCB_ES	es	Twitter	RT @jccharc: @m_ebrard Aunque, debo decir que no me extra?a... este es el tipo de iletrados a quien van dirigidas las mentiras del demagogo?	non-sexist
1442	SCB_ES	es	Twitter	@Reforma He aqui su gobierno de ?izquierda?, liberal, progresista... @DrLorenzoMeyer @aristeguicnn @M_OlgaSCordero? https://t.co/RzYURBbVp8	sexist
1443	SCB_ES	es	Twitter	@M_OlgaSCordero Con eso de que justificas las masacres que a diario se presentan con armas de alto calibre tipo Barret ??????????????	non-sexist
1444	SCB_ES	es	Twitter	RT @m_ebrard: Les comunico que  hay dos mexicanos fallecidos en Kansas, extendemos el m?s sentido p?same  del Gobierno de M?xico a sus fami?	non-sexist
1445	SCB_ES	es	Twitter	@IVANGIDI @oneamexico @CarlosGidiB @M_OlgaSCordero @Irma_Sandoval @lopezobrador_ @Mx_Diputados @senadomexicano? https://t.co/dBT6FJrFGz	sexist
1446	SCB_ES	es	Twitter	RT @DianaAlvarez_M: Llenos de orgullo y emoci?n junto con la secretaria de gobernaci?n @M_OlgaSCordero inauguramos el foro ?Ma?z: Semilla d?	non-sexist
1447	SCB_ES	es	Twitter	@monicaferbal @m_ebrard Lamento usar ?ste Twitt, iba a molestar tambi?n a Marcelo y me enter? del penoso desenlace? https://t.co/olYbPDyhGI	sexist
1448	SCB_ES	es	Twitter	@cparadal @m_ebrard @ManuelBartlett @CFEmx Este no es un tema de investigaci?n laboral, a  @ManuelBartlett ya todo el mundo lo conoc?a	non-sexist
1449	SCB_ES	es	Twitter	RT @ArcadiaPolibio: Vaya forma de terminar sus d?as @M_OlgaSCordero en su senilidad y estupidez neg? llamar circunstancia muerte de polic?a?	non-sexist
1450	SCB_ES	es	Twitter	"RT @Chef_diablo: Viendo las noticias me queda claro a los de la cuatrote les valemos madres
1) @SergioMayerb diciendo k demandar? a los k l?"	non-sexist
1451	SCB_ES	es	Twitter	RT @mymorro: @DimasIturbe @MBarbosaMX @m_ebrard @Claudiashein @yeidckol El Chocoflan https://t.co/zDwn0aU14o	non-sexist
1452	SCB_ES	es	Twitter	RT @DoliaEstevez: Nombre: V?ctor Alberto Barreras Castro. Nombrado c?nsul en Las Vegas. Arrestado por sexo con una menor que era su alumna.?	non-sexist
1453	SCB_ES	es	Twitter	"RT @JJDiazMachuca: Yo no dije lo que ustedes dijeron que yo dije: @M_OlgaSCordero 
Aqu? te dejo lo que t? dijiste y que nosotros dijimos.?"	non-sexist
1454	SCB_ES	es	Twitter	@derecho_no @lopezobrador_ @M_OlgaSCordero @senadomexicano @ONU_derechos @ONU_es @NoticiasONU @ONUMujeres? https://t.co/euVALnvUQK	sexist
1455	SCB_ES	es	Twitter	RT @HeroesPadierna: @julenrementeria @Yomerengues___ @M_OlgaSCordero ?????? que @M_OlgaSCordero renuncie por incompetente y que regrese a su n?	non-sexist
1456	SCB_ES	es	Twitter	RT @Adrian_Astell: 100 Nuevos mexicanos!!!! #Felicidades https://t.co/bVk6ebxYR6	non-sexist
1457	SCB_ES	es	Twitter	Pues con todo respeto, no vi el respaldo del Presidente a la gente de Culiac?n. Mientras la ciudad viv?a los enfren? https://t.co/nlG9rlokGV	sexist
1458	SCB_ES	es	Twitter	@HotPinkLilly @M_OlgaSCordero Siempre ha sido un narco estado, que esperabas?	non-sexist
1459	SCB_ES	es	Twitter	RT @gongalery: @m_ebrard Por mi vayan a CHASM bola de ineptos!!! ??????	non-sexist
1460	SCB_ES	es	Twitter	Obviamente ni L?pez ni Sanchez Cordero tienen ni la m?s remota idea de la realidad que se vive en algunos estados d? https://t.co/r1E60YdPsn	sexist
1461	SCB_ES	es	Twitter	@M_OlgaSCordero Sra. Olga solicito de apoy? tengo 57 a?os soy secretaria hablo ingles y para la iniciativa privada? https://t.co/d4lBtLWOuv	sexist
1462	SCB_ES	es	Twitter	RT @alejandromurat: Bajo el liderazgo de la titular de la @SEGOB_mx, @M_OlgaSCordero y el Srio. Ejecutivo, @ricardobucio, asisto a la 2?. S?	non-sexist
1463	SCB_ES	es	Twitter	RT @derecho_no: Al pueblo de Comerciantes no le han dado nada ,le robaron su fideicomiso . Mexicanos al Grito De Guerra. Busquen a su @M_Ol?	non-sexist
1464	SCB_ES	es	Twitter	RT @GlodeJo07: Buenos d?as @m_ebrard no s? si est?s enterado pero tu nuevo C?nsul est? acusado de haber abusado sexualmente de un menor de?	non-sexist
1465	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
1466	SCB_ES	es	Twitter	RT @VladRothschuh: Seade asegura que como Trump est? acorralado con el juicio pol?tico, la tabla de salvaci?n de aferrarse al TMEC, lo que?	non-sexist
1467	SCB_ES	es	Twitter	RT @econokafka: Canciller @SRE_mx @m_ebrard, recuerde a sus embajadores (como es ante Guatemala) que representan a M?xico, no a su partido?	non-sexist
1468	SCB_ES	es	Twitter	RT @Notimex: ?? #VIDEO | @M_OlgaSCordero, secretaria de la @SEGOB_mx, en entrevista exclusiva habla sobre el aborto, el uso l?dico de la mar?	non-sexist
1469	SCB_ES	es	Twitter	"Renuncia @AlfonsoDurazo no eres capaz de tener ese puesto
@tatclouthier @yeidckol @M_OlgaSCordero @lopezobrador_? https://t.co/WTk4h1V4eD"	sexist
1470	SCB_ES	es	Twitter	RT @KristoZab: @LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard Ahoro somos los perros que cuidan el muro de Trump, a eso quedo reduc?	non-sexist
1471	SCB_ES	es	Twitter	RT @hollyhooney27: @Puchinga2 @missing_bc @yaskadefdez @FGEQuintanaRoo @YaskadeF @A_Encinas_R @lopezobrador_ @Irma_Sandoval @M_OlgaSCordero?	non-sexist
