	dataset	source	language	text	task1
1036	MeTwo	Twitter	es	@almiciceri03 me pusiste “jajajaja” pinche zorra	non-sexist
1037	MeTwo	Twitter	es	"Y otra, que me ha gustado mucho lo que has dicho de Arya, ¿crees que es un personaje machista? — Creo que lo es, sobre todo por cómo trata a Sansa. La menosprecia por comportarse como ""una mujer... https://t.co/seg57AtT8u"	non-sexist
1038	MeTwo	Twitter	es	De verdad Buñue, deja de roncar ya que pareces una puta avioneta, como te clone va a parecer mi salón la puta II Guerra Mundial.	non-sexist
1039	MeTwo	Twitter	es	"Me puse a stalkear el tuister de la Nuñes y veeeergaaaaa!!! Tengo a la mejor amiga más loca del mundo jajajajajajajaa 
Diana, si ves esto: Te extraño mucho loca ):"	non-sexist
1040	MeTwo	Twitter	es	#Gritona weno weno ... @ValdebenitoNata es chistosa a secas. No chistosa para ser mujer.	non-sexist
1041	MeTwo	Twitter	es	@Palomaomaloma @JackNapier155 @ZoilaMasOscura Tú sí que estás a la moda guapa tienes todo lo que hace falta para ser chica trending 2019 a lo rihanna o beyoncé, ya sabes feminismo de postureo en tu bolso que no te falle nunca con el pintalabios	sexist
1042	MeTwo	Twitter	es	La vida es muy corta para ser chica, vive al máximo	non-sexist
1043	MeTwo	Twitter	es	nel la gente mojigata no va conmigo	non-sexist
1044	MeTwo	Twitter	es	"@riboflavinachan @busterkane9 @ValCamposx Apa! ¿Que pasó ahí?
Mucho feminismo, mucho feminismo.. pero, ""te chupan LAS BOLAS""..
Te digo que así no sostenes mucho tu postura eh.."	sexist
1045	MeTwo	Twitter	es	Lo más gracioso es que encima muchas se dedicaban cara el público a decir cosas como que las mujeres no deberían reprimir la representación de su sexualidad o de sus intereses en ese ámbito. Uf, no voy a insultar, pero ya que me tengo que comer una bronca, que sea coherente.	non-sexist
1046	MeTwo	Twitter	es	Hay una wea, me dirán machista o cualquier cosa, pero que las mujeres no deberían hacer humor, es mi opinión, pero jamás me he reído con alguna rutina, y estoy súper conciente de que tienen muchas más capacidades que los hombres, pero en esto no #Gritona	sexist
1047	MeTwo	Twitter	es	"@BeckettIndhira No hay de qué, boba... 

- Murmura y va directa a la cocina.
Saca de los armarios tabletas de diferentes chocolates y algunas chocolatinas y se lo lleva todo al sofá.
Le deja las cosas al lado y le deja un beso en la cabeza -. 

¿Necesitas algo más, peque?"	non-sexist
1048	MeTwo	Twitter	es	Mi madre ha bajado a la cocina y me ha pillado con el higo en la mano y me ha preguntado si me voy a comer el higo y le he dicho que no y me ha dicho que en ese caso deje de tocarle el higo.	non-sexist
1049	MeTwo	Twitter	es	"@DavidCastuera Exacto!!!
Y el que no lo aguante que se vaya a fregar vasos!!!
Ya está bien!!!"	non-sexist
1050	MeTwo	Twitter	es	Aquí tenemos una mujer abducida por la izquierda,  mandando a fregar a una mujer de ideas contrarias, este es el odio y el nivel. https://t.co/par05dLZx8	non-sexist
1051	MeTwo	Twitter	es	"De pequeña me llamaban marimacho por no querer vestir ""como una niña"". Aunque para mí la ropa no tiene género, el hecho de por ejemplo no querer ponerme faldas hacía que me llamaran eso, o que jugara con niños también y no solo con niñas.  #MeQueer"	non-sexist
1052	MeTwo	Twitter	es	"O sea, que la pobre ""niñata"" que lleva 8 horas de pie tiene que aguantar que la llames idiota porque pretenda bromear con un cliente sin saber que tiene una amiga exalcohólica...
Pero tú eres gilipollas o a ti qué coño te pasa. Vete a pagarla con tu puta madre https://t.co/h9DzgvRMeN"	non-sexist
1053	MeTwo	Twitter	es	@20m la niñata esta me cae como una patada con carrerilla en las pelotas	non-sexist
1054	MeTwo	Twitter	es	COMO PIERDAS RE JURO QUE ME REIRE ZORRA https://t.co/QLmEPOzI3D	sexist
1055	MeTwo	Twitter	es	hablemos de q no tengo ni ZORRA de cómo se compran singles y menos en itunes estoy atacada le hago una transferencia en el banco a agoney con dinerito y q se lo distribuya él como quiera	non-sexist
1056	MeTwo	Twitter	es	Es que weoooooon, ojalá que el doki tire puro polvo para que esta zorra no quede preñá	sexist
1057	MeTwo	Twitter	es	@carmenrico88 Me llama normie la k viste only nike zorra que yo participe en el asesinato de kennedy, me he follado a politoxicomanas goticas y ando siempre fresh con mi estilo pure alfa y vos no te puedes no rascar la espalda 💅🏻💅🏻	non-sexist
1058	MeTwo	Twitter	es	Enserio aún no entiendo a algunas mujeres...te dicen quiero que me amén de verdad y que me traten como una mujer, uno hace todo eso... pero aún así se van con el man que las hace sentir como un culo y que no les valora ni una uña ...	sexist
1059	MeTwo	Twitter	es	@victorfyt Cuando lo vuelvan a encerrar y llore como una niña tras las rejas!!!🤗	non-sexist
1060	MeTwo	Twitter	es	Hoy me vestí como una niña linda pero mi cabello no ayuda mucho 🤷🏽‍♀️	non-sexist
1061	MeTwo	Twitter	es	@MariaSo52357417 @Giovannaopinion @MolinariJulia @xafu @diariocorreo @MartinVizcarraC Eres la primera en soltar la estupidez de taperlover y ladras sobre argumentos, no jodas, no te hagas la mojigata no te queda.	non-sexist
1062	MeTwo	Twitter	es	"Nena... con las compañeras víctimas del patriarcado hay que solidarizarse..
Mucho feminismo pero a la hora de la verdad, discurso ambigüo...
Las viejas teníamos razón... lástima que el FG sucumbió"	sexist
1063	MeTwo	Twitter	es	"@SoySiempreL O el aún más clásico ""Mujer al volante, peligro constante"""	sexist
1064	MeTwo	Twitter	es	#DesafioSuperHumano las. Mujeres no deberían de. Participar en este programa.	sexist
1065	MeTwo	Twitter	es	"A una amiga un pelotudo le rompió un mate de vidrio en la cabeza y le hicieron que hacer 7 puntos.
Se excusó con un ""A las mujeres hay que pegarles""
Ayyyyy qué suerte que no voy con vos amigo"	sexist
1066	MeTwo	Twitter	es	Ayer en el boliche me preguntaron: “sos feminista o feminazi” AAAAAAAAAAAA esta gente estupida	sexist
1067	MeTwo	Twitter	es	@Iennicet @condemor_ Se contradicen continuamente. Pero es un símbolo de una grave enfermedad mental que no se trata. Como la feminazi que se acaba de reir de mi, por decirla que hay gente que nace con el sexo que no desea. Como aquellos hombres que se sienten mujeres. Ella se ha reido.Ignorancia.	sexist
1068	MeTwo	Twitter	es	"Vale, dame un segundo, pequeña.

—Se apresuró a dejarlo todo en el salón, para poder regresar a la cocina y cargar a la niña entre sus brazos—.

¿Huele bien? https://t.co/vQhR5QMplx"	non-sexist
1069	MeTwo	Twitter	es	"Sin embargo, todos, en mayor o menor medida nos desviamos de los roles que se nos asignan
Pero, dónde está la línea??
Una chica lesbiana y marimacho está totalmente fuera de su rol, y aún así sigue siendo mujer +"	non-sexist
1070	MeTwo	Twitter	es	Mi primer referente fue el Show de Helen. No sabía que había más gente como yo. Me llamaban marimacho desde que empecé el colegio, pero no sabía lo que significaba. Para mí solo era un insulto más. Me jodió mucho reconocer que tenían razón y tardé muchos años en asumirlo.	non-sexist
1071	MeTwo	Twitter	es	No quiero contradecir esto, que comparto, pero realmente seguir los roles de género es algo que se nos exige a todas las mujeres. Si tú no te depilas, llevas el pelo corto y vistes con camisas, por ejemplo, te van a llamar marimacho tengas lo que tengas entre las piernas. https://t.co/cc0NpvLBSL	non-sexist
1072	MeTwo	Twitter	es	@aramanoth @mambelletes @des_apreciada Jajajajajjaja oye!no me insultes...soy una marimacho 🤣	non-sexist
1073	MeTwo	Twitter	es	la típica que va de guay pero que cuando habla de nota que es una niñata	non-sexist
1074	MeTwo	Twitter	es	@Mamadrastras @Frenamaricarmen @ireneaguiar_ @nandogerman Yo llevo intentando explicarte toda la tarde que cuando te dicen “mujer tenías que ser” es un insulto por ser mujer, pero jamás vamos a ponernos de acuerdo porque tú no ves el machismo o tienes la suerte de no haberlo vivido jamás.	sexist
1075	MeTwo	Twitter	es	"@ruizmaca_ @ireneaguiar_ Porque, a priori, la gente no va bajando la ventanilla y diciéndonos: ""Mujer tenías que ser"". Ni a los viandantes gritando desde las aceras e increpando a una mujer por el hecho de conducir Al menos a mí no.Y tampoco a las conductoras que diariamente me encuentro en la carretera."	sexist
1076	MeTwo	Twitter	es	"#BuenDomingo 
Les compartimos el punto 3 de 9 del Manual de Feminismo para Principiantes de la serie realizada por @Estereotipas para @ChilangoCom: ¿Es el feminismo un movimiento violento? ¡¡¡NO!!! Las feministas NUNCA han salido a las calles a matar a nadie. https://t.co/M1iRLPR2uY"	non-sexist
1077	MeTwo	Twitter	es	Y en tus días malos, te voy a querer aún más.	non-sexist
1078	MeTwo	Twitter	es	@AlexdeHoyos Ale ojalá duermas mejor , te deseo lo mejor en tus días y noches	non-sexist
1079	MeTwo	Twitter	es	Mono, es como una mujer que ve al marido deslizar su mirada sobre otra mujer. Ya están alerta y que Uribe se cuide. Cae porque cae https://t.co/HhuWBmh9v4	non-sexist
1080	MeTwo	Twitter	es	"@tatclouthier @lopezobrador_ Lo malo: SEGOB pierde la oportunidad de tener  a @tatclouthier  en sus filas. 
Lo bueno: se elevará en nivel del debate en la cámara.
Lo mejor: sus ideales siguen trabajando a favor de México.  Y se reafirma como una mujer congruente a sus posturas."	non-sexist
1081	MeTwo	Twitter	es	@MashiRafael Cuantas veces el mismo tuit? Pareces la vieja loca del tuiter! Jaja	non-sexist
1082	MeTwo	Twitter	es	"@PPKbancada @MecheAF Muy bien dicho miss Bagua pero comprar votos tampoco, como tú comprenderás.
Eres bien conchuda y sinvergüenza de verdad para ser mujer no tienes sangre en la cara que vergüenza para nosotras las mujeres."	non-sexist
1083	MeTwo	Twitter	es	"La gente jode a Billie Eil ish por usar ropa ancha y no ""mostrar su cuerpo"" como toda mujer hace, parce que un requisito para ser mujer es usar ropa ceñida al cuerpo todo el tiempo. (?"	sexist
1084	MeTwo	Twitter	es	Necesito aprender a ser mojigata 🤔🤔🤔	non-sexist
1085	MeTwo	Twitter	es	@ilysbrenda Comprate una vida, loca. Mucho feminismo pero la sororidad te la pasas por el orto.	sexist
1086	MeTwo	Twitter	es	@TakeTopYT Las mujeres no deberían ser tan cagonas, en esa situación deberían agarrarse a piñas no queda otra, si dejen q las patoteen esas minas zurditas	sexist
1087	MeTwo	Twitter	es	Las mujeres no deberian maquillarse, son hermosas con el simple hecho de existir...	non-sexist
1088	MeTwo	Twitter	es	@dennis_saurio @nonaino_nai @Beamacu @airun_82 @Cuetos1969 @beranturiano @ireneortuno @salamuponyou @terpdlm @DianaLovar O sea porque no opino como tú se supone que odio a las mujeres? Es eso? A ver si no voy a ser yo el que es “especial”...🤷🏼‍♂️🤦🏼‍♂️ Vaya tela	non-sexist
1089	MeTwo	Twitter	es	No entiendo a las mujeres de hoy en día... o yo soy un extraterrestre 🤔	sexist
1090	MeTwo	Twitter	es	"@LANACION Ídolo Manu. 👏👏👏👏
También habría q agregar la imagen de otras leyendas argentinas como Gabi Sabatini y Lucha Aimar. 
#GraciasManu #OrgulloArgentino"	non-sexist
1091	MeTwo	Twitter	es	@Momo__Orihime ME ESTOY DESCJONAOD CON LA RISA MALVADA CUANDO ENTRA A LA COCINA	non-sexist
1092	MeTwo	Twitter	es	Pues me vuelvo a la cocina. ¿Me ayudáis a abrir el bote de harina?	non-sexist
1093	MeTwo	Twitter	es	"Al llegar a la cocina, se giró para ver a su amiga, estaba sonriendo con aparente diversión.

—¿De qué guardaste? https://t.co/7RQvefui5y"	non-sexist
1094	MeTwo	Twitter	es	Felipeee, despierta, q os deja a la altura el barro... Mandarla a fregar escaleras, q hay no hay cámaras, ni nada q dé  exclusivas.  Otra brutal foto de doña Letizia humillando a la Reina Sofía dinamita la Casa Real https://t.co/IMP0lSlpVf vía @Periodistadigit	sexist
1095	MeTwo	Twitter	es	@tomatitx Tía es que le llamaste puta niñata nazi de mierda	non-sexist
1096	MeTwo	Twitter	es	"@naxoxan @DivintyLife @FrancescV1975 Que dice la niñata está que sólo ha emitido SU opinión, igual es que no se leer, me puedes ayudar? Habla en plural? Es que me acusa de que le he dicho  "" vosotros"". Que de quien habló. Le explicó que de su respuesta y me dice que no entiendo. 🤣🤣"	non-sexist
1097	MeTwo	Twitter	es	15. menudo post ot me estas dando, vas como muy de niñata pero te las sabes todas, irrelevante para mi	non-sexist
1098	MeTwo	Twitter	es	Hay una vieja cita que dice que tragedia sumada a tiempo equivale a comedia.  https://t.co/md7jYmLqrm	non-sexist
1099	MeTwo	Twitter	es	Me encanta parar el culo y que mi hombre se desahogue con cualquiera de mis agujeros especialmente por mi ano así no puedo correrme 💋 #Hentai #AnalLover #Puta https://t.co/ONK5jrS2wP	non-sexist
1100	MeTwo	Twitter	es	Entre el ridículo de la U en el zorra, Cecilia Pérez formalizando tuiteros y Mourinho no sé quién ha estado peor.	non-sexist
1101	MeTwo	Twitter	es	"dios la gente que incluye a hombres trans del feminismo diciendo que son ""aliados"" y que son víctimas ""colaterales"", me dan un asco terrible, un hombre trans puede sufrir tanto machismo como una mujer cis, lo único que hacen es invisibilizarnos como si estuvieras fuera de ello"	non-sexist
1102	MeTwo	Twitter	es	Yo soy como una niña chiquita hago pataleta por todo.	non-sexist
1103	MeTwo	Twitter	es	Me pareces una puta fantasía🤤 — Yo una fantasía? 😳 https://t.co/KOzO7hux2x	non-sexist
1104	MeTwo	Twitter	es	@ireari @AtreidesPablo @puigdeminion @balkraix @Bec_moon Estas tardando en bloquearme, loca del coño.	sexist
1105	MeTwo	Twitter	es	Mucho feminismo pero te comes al que les gusta y sos una puta de mierda, no correlation	sexist
1106	MeTwo	Twitter	es	Mujer al volante, seguridad constante https://t.co/iOsgYrbcwE	non-sexist
1107	MeTwo	Twitter	es	@CEValparaiso @NicoleLayana @soldadodaniel11 @ProtecVina @Gabriel_Huber Jajajajaja mujer al volante y para eso se gastan recursos de bomberos es el colmo una grúa by listo	sexist
1108	MeTwo	Twitter	es	"La estadística puede estar un poco sesgada, pero queda patente que las mujeres se ajustan más a la normativa de Tráfico. Y sí, esto es conducir MEJOR. #Recomendado
https://t.co/MQ59afUEMS"	non-sexist
1109	MeTwo	Twitter	es	Odio vivir en un país machista donde la gente cree que porque eres una mujer al volante pueden faltarte el respeto.	non-sexist
1110	MeTwo	Twitter	es	"+ Mujer al volante, peligro constant...
- Gilipollas.
+ Solo es un chist...
- GILIPOLLAS.

Y qué a gusto, tú."	sexist
1111	MeTwo	Twitter	es	Que ladilla esos tipos que vienen con su mentalidad machista toda errada a decir que las mujeres no deberían conducir por el simple hecho de ser mujeres, que locos	sexist
1112	MeTwo	Twitter	es	Increíble que no lo echen del colegio ,EL CHABON SE DEFENDIO DICIENDO QUE A LAS MUJERES HAY QUE PEGARLES !!!! Y encima ella le tiene que pedir perdón a el... Esto es demasiado. https://t.co/3YM1zCnINh	sexist
1113	MeTwo	Twitter	es	@Tobiii_Bj Ya no respetan nada las mujeres de hoy en dia	sexist
1114	MeTwo	Twitter	es	A lo que van las mujeres de hoy en día al estadio jaja, nunca van a saber lo que es amor a esa institución.. https://t.co/8q4njw2eZO	sexist
1115	MeTwo	Twitter	es	@Joycedey92 Jajajajaja nenaza😂	sexist
1116	MeTwo	Twitter	es	@IsabelRubioSant @Ramboide21 @ReddSquall @protestona1 Si el denunciante hubiera sido un hombre, seguramente se habrían reído de él llamándole nenaza (para mí no es un insulto; para este tipo de gente, sí) o alguna cosa por el estilo. Quien es así, lo es con todo el mundo.	sexist
1117	MeTwo	Twitter	es	@RyukenBlade @ElTigredeNaniwa @BehindTGames por cierto, la nenaza gilipollas al final hizo review del Wolfenstein?	sexist
1118	MeTwo	Twitter	es	@RPPNoticias Piensa que su hijo se ha casado con una lagartona.	sexist
1119	MeTwo	Twitter	es	"~Usan como insulto la palabra “mujer, niña o nena”
~Los juguetes que les dan a la niñas son “bebés, cocinitas, escobas y maquillaje”
~Ten dicen “perra o feminazi” por defenderte o no quedarte callada https://t.co/CEgSmc34AU"	sexist
1120	MeTwo	Twitter	es	Su curso está lleno de providas, machitos y le dicen feminazi. Gajshsdudbd que asco lpm	non-sexist
1121	MeTwo	Twitter	es	"@AmbarSmtih —Pocos minutos después acabó de desayunar y fue a la cocina para lavar todos los platos, dejándolos después en el carrito para que luego pudieran llevárselo.

Al acabar finalmente todo, sacó de su armario su bañador y se lo puso allí mismo para luego ir hasta la terraza ›"	non-sexist
1122	MeTwo	Twitter	es	@Dariadubs14 Niñata cuando te vea te doy un babuchazo en el culete	non-sexist
1123	MeTwo	Twitter	es	@6Q28675125 @trigue28 @undosytess Te voy a rebatir yo niñata, los enfermos contra el cáncer y los que los apoyan no son una secta, y saben como hacer sus campañas solidarias sin apropiarse y enguarrar la ciudad que es de todos.	non-sexist
